status,parameter_provenance,n_air,n_glass,n_water,camera_to_inner_interface_m,glass_thickness_m,field_band,disparity_band,correspondence_count,z_left_camera_median,z_left_camera_mean,ray_gap_median,relative_to_custom_pinhole_median,relative_to_custom_pinhole_p95
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.005,mid_fov,mid_disparity,335,2.848907252769777,2.8487781651466886,0.001684964305753847,0.2959006677297029,0.3178165655586989
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.005,mid_fov,near_disparity,429,2.7401658190680274,2.7428761305175726,0.0019053597639854497,0.3009715608741206,0.3210813565007532
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.005,near_edge,far_disparity,339,3.1039356230762203,3.2219866724026267,0.001598697980253337,0.32970670558493387,0.385435186353887
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.005,near_edge,mid_disparity,353,2.870238712231272,2.8695377571493283,0.0011388435659537336,0.31485127514003386,0.3383812022964514
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.005,near_edge,near_disparity,268,2.7643434742379784,2.7632265980545156,0.003663170189343776,0.31810066310145335,0.4309335732052731
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.008,central,far_disparity,39,3.006229794520753,3.045758411679829,0.002258077257005924,0.2837075564470195,0.2873081900269619
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.008,central,mid_disparity,104,2.840633930280603,2.840957199170013,0.0016838500682903243,0.28410599210635823,0.2885885410952012
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.008,central,near_disparity,96,2.7277072521285763,2.7361235328114204,0.0017226763270359032,0.28696346614432655,0.29261155473098915
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.008,mid_fov,far_disparity,415,3.0265525927103702,3.1066236098085533,0.0014843881667235817,0.29632648884714663,0.31698143195320927
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.008,mid_fov,mid_disparity,335,2.8492162608274603,2.8490839035004316,0.00168526389492951,0.29604030814486526,0.31796194840809805
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.008,mid_fov,near_disparity,429,2.74046943946964,2.7431841589385377,0.0019054507278527255,0.3011193389900322,0.3212380071050713
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.008,near_edge,far_disparity,339,3.1042717413981595,3.222308741504144,0.001598886834667656,0.3298521083797552,0.38557913262034393
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.008,near_edge,mid_disparity,353,2.8705665803436187,2.869853513747389,0.001139236795236385,0.3149951917455418,0.33853102238909005
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.008,near_edge,near_disparity,268,2.764661003690704,2.7635471741920936,0.00366339120819422,0.3182435202473576,0.4311238674269854
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.01,central,far_disparity,39,3.006424600693186,3.0459536018910662,0.002258074792245004,0.2837907819874814,0.28739554441360154
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.01,central,mid_disparity,104,2.8408323839288947,2.841154355062344,0.001683858414109409,0.2841954340192928,0.2886797934095921
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.01,central,near_disparity,96,2.7279077271117824,2.7363222860750778,0.001722649690527194,0.2870587983023051,0.2927085922150852
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.01,mid_fov,far_disparity,415,3.0267581827461782,3.106825727610476,0.0014841114209166628,0.2964142105215215,0.31707685864755875
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.01,mid_fov,mid_disparity,335,2.849422266199249,2.849287729069595,0.0016854636210466426,0.29613340175497394,0.3180588703076974
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.01,mid_fov,near_disparity,429,2.7406718530707153,2.7433895112191817,0.001905511370430955,0.30121785773397436,0.32134244084128355
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.01,near_edge,far_disparity,339,3.1044958202794533,3.2225234542384884,0.0015990127376104511,0.32994904357630306,0.38567509679798145
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.01,near_edge,mid_disparity,353,2.870785159085184,2.8700640181460964,0.0011394989480916844,0.31509113614921413,0.3386309024508487
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.5,1.33,0.03,0.01,near_edge,near_disparity,268,2.7648726899925222,2.7637608916171468,0.0036635385540943633,0.3183387583446273,0.4312507302414604
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.003,central,far_disparity,39,3.0128904479193803,3.052450477870955,0.0022579720817424527,0.2865509457628945,0.2903311484995644
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.003,central,mid_disparity,104,2.8474681806066355,2.8477070590781923,0.0016841779168693992,0.28716492739117794,0.29174870247506013
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.003,central,near_disparity,96,2.7346299891160206,2.7429436809542427,0.0017214324254084317,0.29019505043312355,0.29598720181261096
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.003,mid_fov,far_disparity,415,3.033920629002491,3.113790879121135,0.0014780399189380704,0.2994253398567419,0.3204712496097641
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.003,mid_fov,mid_disparity,335,2.8565447959287233,2.8562764014563906,0.001689771025070358,0.2993014045666702,0.32150903419662574
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.003,mid_fov,near_disparity,429,2.7479189830777107,2.7504429783241306,0.0019089441869499354,0.30453224743419405,0.32506382391900257
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.003,near_edge,far_disparity,339,3.1130316351618665,3.2304499876364097,0.0016146637181165418,0.3334772854591339,0.3895142153873295
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.003,near_edge,mid_disparity,353,2.8784812996229805,2.8775273545232753,0.0011472189752021044,0.31848816214729503,0.3423176167170378
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.003,near_edge,near_disparity,268,2.772268817266453,2.771473373992014,0.003677512177155109,0.3216840245789159,0.43630397403940463
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.005,central,far_disparity,39,3.013105289084339,3.0526657302221585,0.002257969377808083,0.2866427321927678,0.2904274624255009
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.005,central,mid_disparity,104,2.8476870113303825,2.8479244856733774,0.0016841870919350006,0.2872635674805738,0.2918493125642767
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.005,central,near_disparity,96,2.734851035896667,2.743162858574872,0.0017214032762068424,0.29029965877589303,0.29609418019326955
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.005,mid_fov,far_disparity,415,3.0341471399619566,3.1140136150051148,0.0014780528418784158,0.2995220171261077,0.3205763430104158
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.005,mid_fov,mid_disparity,335,2.856771798568026,2.8565010422907857,0.0016898250595743867,0.299404020659201,0.32161577245976114
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.005,mid_fov,near_disparity,429,2.7481535868690186,2.750669293481583,0.0019090101041412948,0.3046400425338398,0.3251788317560983
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.005,near_edge,far_disparity,339,3.1132780828723856,3.230686289827198,0.0016148995763527196,0.33358399476009737,0.3896196564425796
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.005,near_edge,mid_disparity,353,2.8787088729692467,2.877759203960407,0.0011468247021549213,0.31859417955089775,0.3424275380023079
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.005,near_edge,near_disparity,268,2.772498664711054,2.7717086901616725,0.0036776986806611395,0.32179360271695745,0.43644338623070783
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.008,central,far_disparity,39,3.0134275508317785,3.0529886087489646,0.0022579653219065307,0.2867804118375774,0.29057193331440606
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.008,central,mid_disparity,104,2.8480152574160034,2.848250625566156,0.0016842008545334187,0.2874115276146675,0.29200022769810163
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.008,central,near_disparity,96,2.735182606067636,2.743491625005818,0.0017213595524044614,0.2904565712900482,0.2962546477642574
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.008,mid_fov,far_disparity,415,3.034486906401157,3.1143477188310853,0.001478072226288954,0.29966703303015696,0.3207339831113939
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.008,mid_fov,mid_disparity,335,2.857112302526981,2.8568380035423777,0.001689906111330474,0.29955794479799613,0.3217758798544651
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.008,mid_fov,near_disparity,429,2.7485054925559798,2.7510087662177627,0.0019091089799283063,0.3048017351833092,0.325351343511742
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.008,near_edge,far_disparity,339,3.113647754438165,3.2310407431133816,0.0016152533637069733,0.33374405871154345,0.38977781802545497
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.008,near_edge,mid_disparity,353,2.879050232988648,2.878106978116105,0.0011462332925840481,0.3187532056563016,0.3425924199302132
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.008,near_edge,near_disparity,268,2.7728434358779546,2.7720616644161598,0.0036779784359201057,0.3219579699240198,0.4366525045176633
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.01,central,far_disparity,39,3.0136423919967377,3.0532038611001675,0.0022579626179721674,0.28687219826745025,0.2906682472403428
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.01,central,mid_disparity,104,2.8482340881397503,2.8484680521613415,0.001684210029599031,0.2875101677040638,0.29210083778731827
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.01,central,near_disparity,96,2.735403652848283,2.7437108026264476,0.0017213304032028744,0.29056117963281813,0.296361626144916
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.01,mid_fov,far_disparity,415,3.0347134173606243,3.1145704547150657,0.001478085149229328,0.2997637102995232,0.3208390765120455
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.01,mid_fov,mid_disparity,335,2.8573393051662856,2.8570626443767737,0.0016899601458345353,0.2996605608905265,0.3218826181176005
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.01,mid_fov,near_disparity,429,2.7487400963472877,2.7512350813752153,0.001909174897119667,0.30490953028295564,0.32546635134883817
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.01,near_edge,far_disparity,339,3.1138942021486846,3.2312770453041706,0.0016154892219431922,0.3338507680125078,0.3898832590807049
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.01,near_edge,mid_disparity,353,2.879277806334915,2.878338827553237,0.001145839019536841,0.3188592230599039,0.3427023412154834
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.005,0.01,near_edge,near_disparity,268,2.7730732833225566,2.772296980585818,0.0036781649394260997,0.3220675480620614,0.43679191670896683
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.003,central,far_disparity,39,3.011466924651198,3.051020488169102,0.002257994277423565,0.2859432233963126,0.28968556747351293
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.003,central,mid_disparity,104,2.8460082168399206,2.846264590361247,0.0016841084230180066,0.2865111788306868,0.29107385137434083
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.003,central,near_disparity,96,2.733151375766162,2.7414864020009415,0.0017216937701803959,0.2895033252543878,0.2952665359232078
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.003,mid_fov,far_disparity,415,3.0323505030032605,3.112262551782275,0.0014776470488610113,0.29876439549613254,0.3197284727431688
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.003,mid_fov,mid_disparity,335,2.8549823854028302,2.8547422336601875,0.0016892269502135487,0.29860549522198143,0.32075410099818147
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.003,mid_fov,near_disparity,429,2.7462646439723892,2.748894827169733,0.001908216756225302,0.3037960546511851,0.3242496159183751
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.003,near_edge,far_disparity,339,3.111174327617249,3.2287208588797167,0.0016088979783552982,0.33270671467630963,0.3886820598083961
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.003,near_edge,mid_disparity,353,2.8769058155212113,2.8758937376802716,0.001150474722799446,0.31774340985836225,0.34151337018762185
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.003,near_edge,near_disparity,268,2.770669540559194,2.769787754942886,0.003674514591388789,0.32092475478533666,0.4352082861227322
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.005,central,far_disparity,39,3.0116817658161565,3.051235740520306,0.0022579915734891954,0.2860350098261859,0.28978188139944966
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.005,central,mid_disparity,104,2.8462270475636684,2.846482016956433,0.0016841175980836193,0.2866098189200832,0.29117446146355713
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.005,central,near_disparity,96,2.7333724225468083,2.7417055796215717,0.0017216646209788234,0.2896071308122745,0.29537351430386644
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.005,mid_fov,far_disparity,415,3.032577013962727,3.1124852876662548,0.0014776599718013983,0.29886107276549856,0.3198335661438209
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.005,mid_fov,mid_disparity,335,2.855209388042134,2.8549668744945835,0.001689280984717677,0.298708111314512,0.32086083926131714
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.005,mid_fov,near_disparity,429,2.746499247763697,2.749121142327186,0.0019082826734166875,0.3039021245612177,0.3243646237554708
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.005,near_edge,far_disparity,339,3.1114207753277685,3.228957161070506,0.0016094044407748394,0.33281342397727354,0.38878750086364666
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.005,near_edge,mid_disparity,353,2.8771333888674793,2.876125587117404,0.001150071818299863,0.31784942726196475,0.34162329147289194
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.005,near_edge,near_disparity,268,2.7708993880037935,2.7700230711125435,0.0036747010948947555,0.321029689559578,0.4353476983140358
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.008,central,far_disparity,39,3.012004027563594,3.051558619047111,0.002257987517587647,0.2861726894709953,0.289926352288355
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.008,central,mid_disparity,104,2.8465552936492893,2.846808156849211,0.0016841313606820265,0.2867577790541771,0.2913253765973826
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.008,central,near_disparity,96,2.7337039927177775,2.7420343460525167,0.0017216208971764435,0.28976283914910406,0.29553398187485413
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.008,mid_fov,far_disparity,415,3.032916780401926,3.1128193914922253,0.0014776793562119091,0.29900608866954714,0.31999120624479904
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.008,mid_fov,mid_disparity,335,2.8555498920010898,2.855303835746175,0.0016893620364736653,0.29886203545330736,0.321020946656021
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.008,mid_fov,near_disparity,429,2.7468511534506588,2.749460615063365,0.0019083815492036975,0.3040638172106871,0.3245371355111149
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.008,near_edge,far_disparity,339,3.1117904468935453,3.229311614356689,0.0016101641344040526,0.3329734879287187,0.38894566244652173
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.008,near_edge,mid_disparity,353,2.87747474888688,2.8764733612731015,0.0011494674615506282,0.3180084533673688,0.34178817340079753
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.008,near_edge,near_disparity,268,2.7712441591706956,2.770376045367031,0.00367498085015379,0.32119273688594996,0.4355568166009914
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.01,central,far_disparity,39,3.0122188687285547,3.051773871398315,0.0022579848136532804,0.2862644759008677,0.29002266621429174
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.01,central,mid_disparity,104,2.8467741243730362,2.8470255834443963,0.0016841405357476357,0.28685641914357274,0.29142598668659925
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.01,central,near_disparity,96,2.7339250394984242,2.742253523673146,0.0017215917479748515,0.28986664470699075,0.29564096025551256
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.01,mid_fov,far_disparity,415,3.0331432913613936,3.1130421273762052,0.0014776922791522827,0.29910276593891383,0.3200962996454507
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.01,mid_fov,mid_disparity,335,2.855776894640393,2.8555284765805706,0.0016894160709777179,0.29896465154583796,0.3211276849191568
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.01,mid_fov,near_disparity,429,2.747085757241967,2.7496869302208182,0.0019084474663950872,0.3041716123103335,0.32465214334821046
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.01,near_edge,far_disparity,339,3.1120368946040653,3.229547916547478,0.0016106705968237482,0.3330801972296831,0.38905110350177213
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.01,near_edge,mid_disparity,353,2.877702322233146,2.876705210710233,0.0011490645570510476,0.3181144707709713,0.3418980946860676
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.01,0.01,near_edge,near_disparity,268,2.7714740066152963,2.7706113615366896,0.003675167353659702,0.32130231502399165,0.43569622879229447
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.003,central,far_disparity,39,3.0086198781148292,3.0481605087653967,0.00225803866878579,0.28472777866314725,0.2883944054214107
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.003,central,mid_disparity,104,2.8430882893064924,2.8433796529273585,0.0016839694353152274,0.28520368170970534,0.289724149172902
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.003,central,near_disparity,96,2.7301941490664445,2.73857184409434,0.0017222164597243527,0.28812522508628724,0.29382520414440144
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.003,mid_fov,far_disparity,415,3.029210251004797,3.109205897104555,0.0014780069666755914,0.29744250677491424,0.31824291900997886
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.003,mid_fov,mid_disparity,335,2.8518575643510458,2.851673898067782,0.001688138800500022,0.2972136765326039,0.319244234601294
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.003,mid_fov,near_disparity,429,2.74300546013997,2.7457985248609376,0.0019067618947761413,0.30237474368939354,0.3226211999171202
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.003,near_edge,far_disparity,339,3.107459712528012,3.2252626013663317,0.0015987228197759658,0.33116557311066086,0.3870177486505296
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.003,near_edge,mid_disparity,353,2.873601538063139,2.872626503994265,0.0011462237173548895,0.3162539052804969,0.3399048771287902
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.003,near_edge,near_disparity,268,2.7674695155750246,2.766416516844629,0.0036685194198560365,0.3194723624024902,0.4330169102893881
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.005,central,far_disparity,39,3.008834719279789,3.0483757611165996,0.0022580359648514264,0.2848195650930201,0.28849071934734766
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.005,central,mid_disparity,104,2.8433071200302393,2.843597079522543,0.0016839786103808323,0.2853023217991012,0.28982475926211876
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.005,central,near_disparity,96,2.7304151958470904,2.73879102171497,0.001722187310522761,0.2882290306441736,0.2939321825250597
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.005,mid_fov,far_disparity,415,3.029436761964264,3.109428632988535,0.0014777065978569528,0.29753918404428026,0.3183480124106306
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.005,mid_fov,mid_disparity,335,2.8520845669903494,2.851898538902177,0.0016881928350040427,0.2973162926251345,0.31935097286442965
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.005,mid_fov,near_disparity,429,2.743228602377535,2.7460248400183898,0.0019068278119674731,0.3024833168465757,0.32273620775421563
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.005,near_edge,far_disparity,339,3.1077061602385316,3.225498903557121,0.0015992468604817034,0.3312722824116241,0.38712318970577986
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.005,near_edge,mid_disparity,353,2.8738353939629464,2.8728583534313965,0.0011465069008258515,0.3163599226840992,0.3400147984140604
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.005,near_edge,near_disparity,268,2.7677008345892755,2.766651833014287,0.0036687059233621137,0.31957729717673167,0.4331563224806913
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.008,central,far_disparity,39,3.0091569810272274,3.0486986396434057,0.0022580319089498748,0.28495724473783013,0.28863519023625284
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.008,central,mid_disparity,104,2.8436353661158607,2.8439232194153217,0.0016839923729792502,0.2854502819331952,0.2899756743959436
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.008,central,near_disparity,96,2.73074676601806,2.739119788145915,0.0017221435867203864,0.28838473898100325,0.2940926500960476
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.008,mid_fov,far_disparity,415,3.029776528403464,3.109762736814505,0.001477256044629086,0.29768419994832906,0.31850565251160895
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.008,mid_fov,mid_disparity,335,2.852425070949305,2.85223550015377,0.001688273886760138,0.2974702167639294,0.31951108025913366
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.008,mid_fov,near_disparity,429,2.743563315733882,2.7463643127545696,0.001906926687754485,0.3026461765823485,0.3229087195098601
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.008,near_edge,far_disparity,339,3.1080758318043102,3.225853356843303,0.001600032921540431,0.3314323463630702,0.3872813512886555
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.008,near_edge,mid_disparity,353,2.8741861778126587,2.8732061275870944,0.0011469316760326252,0.3165189487895035,0.3401796803419655
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.008,near_edge,near_disparity,268,2.7680456057561766,2.7670048072687745,0.0036689856786209134,0.3197346993380935,0.43336544076764694
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.01,central,far_disparity,39,3.0093718221921852,3.0489138919946086,0.002258029205015501,0.2850490311677025,0.28873150416218957
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.01,central,mid_disparity,104,2.843854196839608,2.8441406460105076,0.001684001548044855,0.2855489220225912,0.29007628448516015
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.01,central,near_disparity,96,2.730967812798706,2.7393389657665446,0.001722114437518788,0.28848854453888984,0.2941996284767063
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.01,mid_fov,far_disparity,415,3.03000303936293,3.1099854726984852,0.00147695567581045,0.2977808772176951,0.31861074591226085
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.01,mid_fov,mid_disparity,335,2.8526520735886085,2.8524601409881645,0.0016883279212641198,0.29757283285645997,0.3196178185222688
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.01,mid_fov,near_disparity,429,2.7437864579714475,2.7465906279120222,0.0019069926049458713,0.30275474973953065,0.3230237273469553
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.01,near_edge,far_disparity,339,3.1083222795148298,3.2260896590340926,0.0016005569622462544,0.3315390556640334,0.38738679234390566
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.01,near_edge,mid_disparity,353,2.8744200337124672,2.8734379770242255,0.001147214859503803,0.31662496619310576,0.3402896016272355
hypothetical_sensitivity_only,hypothetical_grid_not_measured,1.0,1.52,1.33,0.02,0.01,near_edge,near_disparity,268,2.768275453200777,2.767240123438432,0.00366917218212695,0.3198396341123345,0.4335048529589502
